Year,Month,Day,Max (F),Min (F),Max (C),Min (C)
1868,2,21,NA,NA,NA,NA
1868,2,22,NA,NA,NA,NA
1868,2,23,NA,NA,NA,NA
1868,2,24,NA,NA,NA,NA
1868,2,25,NA,NA,NA,NA
1868,2,26,NA,NA,NA,NA
1868,2,27,NA,NA,NA,NA
1868,2,28,NA,NA,NA,NA
1868,2,29,NA,NA,NA,NA
1868,3,1,NA,NA,NA,NA
1868,3,2,NA,NA,NA,NA
1868,3,3,NA,NA,NA,NA
1868,3,4,NA,NA,NA,NA
1868,3,5,NA,NA,NA,NA
1868,3,6,NA,NA,NA,NA
1868,3,7,NA,NA,NA,NA
1868,3,8,NA,NA,NA,NA
1868,3,9,NA,NA,NA,NA
1868,3,10,NA,NA,NA,NA
1868,3,11,NA,NA,NA,NA
1868,3,12,NA,NA,NA,NA
1868,3,13,NA,NA,NA,NA
1868,3,14,NA,NA,NA,NA
1868,3,15,NA,NA,NA,NA
1868,3,16,NA,NA,NA,NA
1868,3,17,NA,NA,NA,NA
1868,3,18,NA,NA,NA,NA
1868,3,19,NA,NA,NA,NA
1868,3,20,NA,NA,NA,NA
1868,3,21,NA,NA,NA,NA
1868,3,22,NA,NA,NA,NA
1868,3,23,NA,NA,NA,NA
1868,3,24,NA,NA,NA,NA
1868,3,25,NA,NA,NA,NA
1868,3,26,NA,NA,NA,NA
1868,3,27,NA,NA,NA,NA
1868,3,28,NA,NA,NA,NA
1868,3,29,NA,NA,NA,NA
1868,3,30,NA,NA,NA,NA
1868,3,31,NA,NA,NA,NA
1868,4,1,NA,NA,NA,NA
1868,4,2,NA,NA,NA,NA
1868,4,3,NA,NA,NA,NA
1868,4,4,NA,NA,NA,NA
1868,4,5,NA,NA,NA,NA
1868,4,6,NA,NA,NA,NA
1868,4,7,NA,NA,NA,NA
1868,4,8,NA,NA,NA,NA
1868,4,9,NA,NA,NA,NA
1868,4,10,NA,NA,NA,NA
1868,4,11,NA,NA,NA,NA
1868,4,12,NA,NA,NA,NA
1868,4,13,NA,NA,NA,NA
1868,4,14,NA,NA,NA,NA
1868,4,15,NA,NA,NA,NA
1868,4,16,NA,NA,NA,NA
1868,4,17,NA,NA,NA,NA
1868,4,18,NA,NA,NA,NA
1868,4,19,NA,NA,NA,NA
1868,4,20,NA,NA,NA,NA
1868,4,21,NA,NA,NA,NA
1868,4,22,NA,NA,NA,NA
1868,4,23,NA,NA,NA,NA
1868,4,24,NA,NA,NA,NA
1868,4,25,NA,NA,NA,NA
1868,4,26,NA,NA,NA,NA
1868,4,27,NA,NA,NA,NA
1868,4,28,NA,NA,NA,NA
1868,4,29,NA,NA,NA,NA
1868,4,30,NA,NA,NA,NA
1868,5,1,NA,NA,NA,NA
1868,5,2,NA,NA,NA,NA
1868,5,3,NA,NA,NA,NA
1868,5,4,NA,NA,NA,NA
1868,5,5,NA,NA,NA,NA
1868,5,6,NA,NA,NA,NA
1868,5,7,NA,NA,NA,NA
1868,5,8,NA,NA,NA,NA
1868,5,9,NA,NA,NA,NA
1868,5,10,NA,NA,NA,NA
1868,5,11,NA,NA,NA,NA
1868,5,12,NA,NA,NA,NA
1868,5,13,NA,NA,NA,NA
1868,5,14,NA,NA,NA,NA
1868,5,15,NA,NA,NA,NA
1868,5,16,NA,NA,NA,NA
1868,5,17,NA,NA,NA,NA
1868,5,18,NA,NA,NA,NA
1868,5,19,NA,NA,NA,NA
1868,5,20,NA,NA,NA,NA
1868,5,21,NA,NA,NA,NA
1868,5,22,NA,NA,NA,NA
1868,5,23,NA,NA,NA,NA
1868,5,24,NA,NA,NA,NA
1868,5,25,NA,NA,NA,NA
1868,5,26,NA,NA,NA,NA
1868,5,27,NA,NA,NA,NA
1868,5,28,NA,NA,NA,NA
1868,5,29,NA,NA,NA,NA
1868,5,30,NA,NA,NA,NA
1868,5,31,NA,NA,NA,NA
1868,6,1,NA,NA,NA,NA
1868,6,2,NA,NA,NA,NA
1868,6,3,NA,NA,NA,NA
1868,6,4,NA,NA,NA,NA
1868,6,5,NA,NA,NA,NA
1868,6,6,NA,NA,NA,NA
1868,6,7,NA,NA,NA,NA
1868,6,8,NA,NA,NA,NA
1868,6,9,NA,NA,NA,NA
1868,6,10,NA,NA,NA,NA
1868,6,11,NA,NA,NA,NA
1868,6,12,NA,NA,NA,NA
1868,6,13,NA,NA,NA,NA
1868,6,14,NA,NA,NA,NA
1868,6,15,NA,NA,NA,NA
1868,6,16,NA,NA,NA,NA
1868,6,17,NA,NA,NA,NA
1868,6,18,NA,NA,NA,NA
1868,6,19,NA,NA,NA,NA
1868,6,20,NA,NA,NA,NA
1868,6,21,NA,NA,NA,NA
1868,6,22,NA,NA,NA,NA
1868,6,23,NA,NA,NA,NA
1868,6,24,NA,NA,NA,NA
1868,6,25,NA,NA,NA,NA
1868,6,26,NA,NA,NA,NA
1868,6,27,NA,NA,NA,NA
1868,6,28,NA,NA,NA,NA
1868,6,29,NA,NA,NA,NA
1868,6,30,NA,NA,NA,NA
1868,7,1,NA,NA,NA,NA
1868,7,2,NA,NA,NA,NA
1868,7,3,NA,NA,NA,NA
1868,7,4,NA,NA,NA,NA
1868,7,5,NA,NA,NA,NA
1868,7,6,NA,NA,NA,NA
1868,7,7,NA,NA,NA,NA
1868,7,8,NA,NA,NA,NA
1868,7,9,NA,NA,NA,NA
1868,7,10,NA,NA,NA,NA
1868,7,11,NA,NA,NA,NA
1868,7,12,NA,NA,NA,NA
1868,7,13,NA,NA,NA,NA
1868,7,14,NA,NA,NA,NA
1868,7,15,NA,NA,NA,NA
1868,7,16,NA,NA,NA,NA
1868,7,17,NA,NA,NA,NA
1868,7,18,NA,NA,NA,NA
1868,7,19,NA,NA,NA,NA
1868,7,20,NA,NA,NA,NA
1868,7,21,NA,NA,NA,NA
1868,7,22,NA,NA,NA,NA
1868,7,23,NA,NA,NA,NA
1868,7,24,NA,NA,NA,NA
1868,7,25,NA,NA,NA,NA
1868,7,26,NA,NA,NA,NA
1868,7,27,NA,NA,NA,NA
1868,7,28,NA,NA,NA,NA
1868,7,29,NA,NA,NA,NA
1868,7,30,NA,NA,NA,NA
1868,7,31,NA,NA,NA,NA
1868,8,1,NA,NA,NA,NA
1868,8,2,NA,NA,NA,NA
1868,8,3,NA,NA,NA,NA
1868,8,4,NA,NA,NA,NA
1868,8,5,NA,NA,NA,NA
1868,8,6,NA,NA,NA,NA
1868,8,7,NA,NA,NA,NA
1868,8,8,NA,NA,NA,NA
1868,8,9,NA,NA,NA,NA
1868,8,10,NA,NA,NA,NA
1868,8,11,NA,NA,NA,NA
1868,8,12,NA,NA,NA,NA
1868,8,13,NA,NA,NA,NA
1868,8,14,NA,NA,NA,NA
1868,8,15,NA,NA,NA,NA
1868,8,16,NA,NA,NA,NA
1868,8,17,NA,NA,NA,NA
1868,8,18,NA,NA,NA,NA
1868,8,19,NA,NA,NA,NA
1868,8,20,NA,NA,NA,NA
1868,8,21,NA,NA,NA,NA
1868,8,22,NA,NA,NA,NA
1868,8,23,NA,NA,NA,NA
1868,8,24,NA,NA,NA,NA
1868,8,25,NA,NA,NA,NA
1868,8,26,NA,NA,NA,NA
1868,8,27,NA,NA,NA,NA
1868,8,28,NA,NA,NA,NA
1868,8,29,NA,NA,NA,NA
1868,8,30,NA,NA,NA,NA
1868,8,31,NA,NA,NA,NA
1868,9,1,NA,NA,NA,NA
1868,9,2,NA,NA,NA,NA
1868,9,3,NA,NA,NA,NA
1868,9,4,NA,NA,NA,NA
1868,9,5,NA,NA,NA,NA
1868,9,6,NA,NA,NA,NA
1868,9,7,NA,NA,NA,NA
1868,9,8,NA,NA,NA,NA
1868,9,9,NA,NA,NA,NA
1868,9,10,NA,NA,NA,NA
1868,9,11,NA,NA,NA,NA
1868,9,12,NA,NA,NA,NA
1868,9,13,NA,NA,NA,NA
1868,9,14,NA,NA,NA,NA
1868,9,15,NA,NA,NA,NA
1868,9,16,NA,NA,NA,NA
1868,9,17,NA,NA,NA,NA
1868,9,18,NA,NA,NA,NA
1868,9,19,NA,NA,NA,NA
1868,9,20,NA,NA,NA,NA
1868,9,21,NA,NA,NA,NA
1868,9,22,NA,NA,NA,NA
1868,9,23,NA,NA,NA,NA
1868,9,24,NA,NA,NA,NA
1868,9,25,NA,NA,NA,NA
1868,9,26,NA,NA,NA,NA
1868,9,27,NA,NA,NA,NA
1868,9,28,NA,NA,NA,NA
1868,9,29,NA,NA,NA,NA
1868,9,30,NA,NA,NA,NA
1868,10,1,NA,NA,NA,NA
1868,10,2,NA,NA,NA,NA
1868,10,3,NA,NA,NA,NA
1868,10,4,NA,NA,NA,NA
1868,10,5,NA,NA,NA,NA
1868,10,6,NA,NA,NA,NA
1868,10,7,NA,NA,NA,NA
1868,10,8,NA,NA,NA,NA
1868,10,9,NA,NA,NA,NA
1868,10,10,NA,NA,NA,NA
1868,10,11,NA,NA,NA,NA
1868,10,12,NA,NA,NA,NA
1868,10,13,NA,NA,NA,NA
1868,10,14,NA,NA,NA,NA
1868,10,15,NA,NA,NA,NA
1868,10,16,NA,NA,NA,NA
1868,10,17,NA,NA,NA,NA
1868,10,18,NA,NA,NA,NA
1868,10,19,NA,NA,NA,NA
1868,10,20,NA,NA,NA,NA
1868,10,21,NA,NA,NA,NA
1868,10,22,NA,NA,NA,NA
1868,10,23,NA,NA,NA,NA
1868,10,24,NA,NA,NA,NA
1868,10,25,NA,NA,NA,NA
1868,10,26,NA,NA,NA,NA
1868,10,27,NA,NA,NA,NA
1868,10,28,NA,NA,NA,NA
1868,10,29,NA,NA,NA,NA
1868,10,30,NA,NA,NA,NA
1868,10,31,NA,NA,NA,NA
1868,11,1,NA,NA,NA,NA
1868,11,2,NA,NA,NA,NA
1868,11,3,NA,NA,NA,NA
1868,11,4,NA,NA,NA,NA
1868,11,5,NA,NA,NA,NA
1868,11,6,NA,NA,NA,NA
1868,11,7,NA,NA,NA,NA
1868,11,8,NA,NA,NA,NA
1868,11,9,NA,NA,NA,NA
1868,11,10,NA,NA,NA,NA
1868,11,11,NA,NA,NA,NA
1868,11,12,NA,NA,NA,NA
1868,11,13,NA,NA,NA,NA
1868,11,14,NA,NA,NA,NA
1868,11,15,NA,NA,NA,NA
1868,11,16,NA,NA,NA,NA
1868,11,17,NA,NA,NA,NA
1868,11,18,NA,NA,NA,NA
1868,11,19,NA,NA,NA,NA
1868,11,20,NA,NA,NA,NA
1868,11,21,NA,NA,NA,NA
1868,11,22,NA,NA,NA,NA
1868,11,23,NA,NA,NA,NA
1868,11,24,NA,NA,NA,NA
1868,11,25,NA,NA,NA,NA
1868,11,26,NA,NA,NA,NA
1868,11,27,NA,NA,NA,NA
1868,11,28,NA,NA,NA,NA
1868,11,29,NA,NA,NA,NA
1868,11,30,NA,NA,NA,NA
1868,12,1,NA,NA,NA,NA
1868,12,2,NA,NA,NA,NA
1868,12,3,NA,NA,NA,NA
1868,12,4,NA,NA,NA,NA
1868,12,5,NA,NA,NA,NA
1868,12,6,NA,NA,NA,NA
1868,12,7,NA,NA,NA,NA
1868,12,8,NA,NA,NA,NA
1868,12,9,NA,NA,NA,NA
1868,12,10,NA,NA,NA,NA
1868,12,11,NA,NA,NA,NA
1868,12,12,NA,NA,NA,NA
1868,12,13,NA,NA,NA,NA
1868,12,14,NA,NA,NA,NA
1868,12,15,NA,NA,NA,NA
1868,12,16,NA,NA,NA,NA
1868,12,17,NA,NA,NA,NA
1868,12,18,NA,NA,NA,NA
1868,12,19,NA,NA,NA,NA
1868,12,20,NA,NA,NA,NA
1868,12,21,NA,NA,NA,NA
1868,12,22,NA,NA,NA,NA
1868,12,23,NA,NA,NA,NA
1868,12,24,NA,NA,NA,NA
1868,12,25,NA,NA,NA,NA
1868,12,26,NA,NA,NA,NA
1868,12,27,NA,NA,NA,NA
1868,12,28,NA,NA,NA,NA
1868,12,29,NA,NA,NA,NA
1868,12,30,NA,NA,NA,NA
1868,12,31,NA,NA,NA,NA
1869,1,1,NA,NA,NA,NA
1869,1,2,NA,NA,NA,NA
1869,1,3,NA,NA,NA,NA
1869,1,4,NA,NA,NA,NA
1869,1,5,NA,NA,NA,NA
1869,1,6,NA,NA,NA,NA
1869,1,7,NA,NA,NA,NA
1869,1,8,NA,NA,NA,NA
1869,1,9,NA,NA,NA,NA
1869,1,10,NA,NA,NA,NA
1869,1,11,NA,NA,NA,NA
1869,1,12,NA,NA,NA,NA
1869,1,13,NA,NA,NA,NA
1869,1,14,NA,NA,NA,NA
1869,1,15,NA,NA,NA,NA
1869,1,16,NA,NA,NA,NA
1869,1,17,NA,NA,NA,NA
1869,1,18,NA,NA,NA,NA
1869,1,19,NA,NA,NA,NA
1869,1,20,NA,NA,NA,NA
1869,1,21,NA,NA,NA,NA
1869,1,22,NA,NA,NA,NA
1869,1,23,NA,NA,NA,NA
1869,1,24,NA,NA,NA,NA
1869,1,25,NA,NA,NA,NA
1869,1,26,NA,NA,NA,NA
1869,1,27,NA,NA,NA,NA
1869,1,28,NA,NA,NA,NA
1869,1,29,NA,NA,NA,NA
1869,1,30,NA,NA,NA,NA
1869,1,31,NA,NA,NA,NA
1869,2,1,NA,NA,NA,NA
1869,2,2,NA,NA,NA,NA
1869,2,3,NA,NA,NA,NA
1869,2,4,NA,NA,NA,NA
1869,2,5,NA,NA,NA,NA
1869,2,6,NA,NA,NA,NA
1869,2,7,NA,NA,NA,NA
1869,2,8,NA,NA,NA,NA
1869,2,9,NA,NA,NA,NA
1869,2,10,NA,NA,NA,NA
1869,2,11,NA,NA,NA,NA
1869,2,12,NA,NA,NA,NA
1869,2,13,NA,NA,NA,NA
1869,2,14,NA,NA,NA,NA
1869,2,15,NA,NA,NA,NA
1869,2,16,NA,NA,NA,NA
1869,2,17,NA,NA,NA,NA
1869,2,18,NA,NA,NA,NA
1869,2,19,NA,NA,NA,NA
1869,2,20,NA,NA,NA,NA
1869,2,21,NA,NA,NA,NA
1869,2,22,NA,NA,NA,NA
1869,2,23,NA,NA,NA,NA
1869,2,24,NA,NA,NA,NA
1869,2,25,NA,NA,NA,NA
1869,2,26,NA,NA,NA,NA
1869,2,27,NA,NA,NA,NA
1869,2,28,NA,NA,NA,NA
1869,3,1,NA,NA,NA,NA
1869,3,2,NA,NA,NA,NA
1869,3,3,NA,NA,NA,NA
1869,3,4,NA,NA,NA,NA
1869,3,5,NA,NA,NA,NA
1869,3,6,NA,NA,NA,NA
1869,3,7,NA,NA,NA,NA
1869,3,8,NA,NA,NA,NA
1869,3,9,NA,NA,NA,NA
1869,3,10,NA,NA,NA,NA
1869,3,11,NA,NA,NA,NA
1869,3,12,NA,NA,NA,NA
1869,3,13,NA,NA,NA,NA
1869,3,14,NA,NA,NA,NA
1869,3,15,NA,NA,NA,NA
1869,3,16,NA,NA,NA,NA
1869,3,17,NA,NA,NA,NA
1869,3,18,NA,NA,NA,NA
1869,3,19,NA,NA,NA,NA
1869,3,20,NA,NA,NA,NA
1869,3,21,NA,NA,NA,NA
1869,3,22,NA,NA,NA,NA
1869,3,23,NA,NA,NA,NA
1869,3,24,NA,NA,NA,NA
1869,3,25,NA,NA,NA,NA
1869,3,26,NA,NA,NA,NA
1869,3,27,NA,NA,NA,NA
1869,3,28,NA,NA,NA,NA
1869,3,29,NA,NA,NA,NA
1869,3,30,NA,NA,NA,NA
1869,3,31,NA,NA,NA,NA
1869,4,1,NA,NA,NA,NA
1869,4,2,NA,NA,NA,NA
1869,4,3,NA,NA,NA,NA
1869,4,4,NA,NA,NA,NA
1869,4,5,NA,NA,NA,NA
1869,4,6,NA,NA,NA,NA
1869,4,7,NA,NA,NA,NA
1869,4,8,NA,NA,NA,NA
1869,4,9,NA,NA,NA,NA
1869,4,10,NA,NA,NA,NA
1869,4,11,NA,NA,NA,NA
1869,4,12,NA,NA,NA,NA
1869,4,13,NA,NA,NA,NA
1869,4,14,NA,NA,NA,NA
1869,4,15,NA,NA,NA,NA
1869,4,16,NA,NA,NA,NA
1869,4,17,NA,NA,NA,NA
1869,4,18,NA,NA,NA,NA
1869,4,19,NA,NA,NA,NA
1869,4,20,NA,NA,NA,NA
1869,4,21,NA,NA,NA,NA
1869,4,22,NA,NA,NA,NA
1869,4,23,NA,NA,NA,NA
1869,4,24,NA,NA,NA,NA
1869,4,25,NA,NA,NA,NA
1869,4,26,NA,NA,NA,NA
1869,4,27,NA,NA,NA,NA
1869,4,28,NA,NA,NA,NA
1869,4,29,NA,NA,NA,NA
1869,4,30,NA,NA,NA,NA
1869,5,1,NA,NA,NA,NA
1869,5,2,NA,NA,NA,NA
1869,5,3,NA,NA,NA,NA
1869,5,4,NA,NA,NA,NA
1869,5,5,NA,NA,NA,NA
1869,5,6,NA,NA,NA,NA
1869,5,7,NA,NA,NA,NA
1869,5,8,NA,NA,NA,NA
1869,5,9,NA,NA,NA,NA
1869,5,10,NA,NA,NA,NA
1869,5,11,NA,NA,NA,NA
1869,5,12,NA,NA,NA,NA
1869,5,13,NA,NA,NA,NA
1869,5,14,NA,NA,NA,NA
1869,5,15,NA,NA,NA,NA
1869,5,16,NA,NA,NA,NA
1869,5,17,NA,NA,NA,NA
1869,5,18,NA,NA,NA,NA
1869,5,19,NA,NA,NA,NA
1869,5,20,NA,NA,NA,NA
1869,5,21,NA,NA,NA,NA
1869,5,22,NA,NA,NA,NA
1869,5,23,NA,NA,NA,NA
1869,5,24,NA,NA,NA,NA
1869,5,25,NA,NA,NA,NA
1869,5,26,NA,NA,NA,NA
1869,5,27,NA,NA,NA,NA
1869,5,28,NA,NA,NA,NA
1869,5,29,NA,NA,NA,NA
1869,5,30,NA,NA,NA,NA
1869,5,31,NA,NA,NA,NA
1869,6,1,NA,NA,NA,NA
1869,6,2,NA,NA,NA,NA
1869,6,3,NA,NA,NA,NA
1869,6,4,NA,NA,NA,NA
1869,6,5,NA,NA,NA,NA
1869,6,6,NA,NA,NA,NA
1869,6,7,NA,NA,NA,NA
1869,6,8,NA,NA,NA,NA
1869,6,9,NA,NA,NA,NA
1869,6,10,NA,NA,NA,NA
1869,6,11,NA,NA,NA,NA
1869,6,12,NA,NA,NA,NA
1869,6,13,NA,NA,NA,NA
1869,6,14,NA,NA,NA,NA
1869,6,15,NA,NA,NA,NA
1869,6,16,NA,NA,NA,NA
1869,6,17,NA,NA,NA,NA
1869,6,18,NA,NA,NA,NA
1869,6,19,NA,NA,NA,NA
1869,6,20,NA,NA,NA,NA
1869,6,21,NA,NA,NA,NA
1869,6,22,NA,NA,NA,NA
1869,6,23,NA,NA,NA,NA
1869,6,24,NA,NA,NA,NA
1869,6,25,NA,NA,NA,NA
1869,6,26,NA,NA,NA,NA
1869,6,27,NA,NA,NA,NA
1869,6,28,NA,NA,NA,NA
1869,6,29,NA,NA,NA,NA
1869,6,30,NA,NA,NA,NA
1869,7,1,NA,NA,NA,NA
1869,7,2,NA,NA,NA,NA
1869,7,3,NA,NA,NA,NA
1869,7,4,NA,NA,NA,NA
1869,7,5,NA,NA,NA,NA
1869,7,6,NA,NA,NA,NA
1869,7,7,NA,NA,NA,NA
1869,7,8,NA,NA,NA,NA
1869,7,9,NA,NA,NA,NA
1869,7,10,NA,NA,NA,NA
1869,7,11,NA,NA,NA,NA
1869,7,12,NA,NA,NA,NA
1869,7,13,NA,NA,NA,NA
1869,7,14,NA,NA,NA,NA
1869,7,15,NA,NA,NA,NA
1869,7,16,NA,NA,NA,NA
1869,7,17,NA,NA,NA,NA
1869,7,18,NA,NA,NA,NA
1869,7,19,NA,NA,NA,NA
1869,7,20,NA,NA,NA,NA
1869,7,21,NA,NA,NA,NA
1869,7,22,NA,NA,NA,NA
1869,7,23,NA,NA,NA,NA
1869,7,24,NA,NA,NA,NA
1869,7,25,NA,NA,NA,NA
1869,7,26,NA,NA,NA,NA
1869,7,27,NA,NA,NA,NA
1869,7,28,NA,NA,NA,NA
1869,7,29,NA,NA,NA,NA
1869,7,30,NA,NA,NA,NA
1869,7,31,NA,NA,NA,NA
1869,8,1,NA,NA,NA,NA
1869,8,2,NA,NA,NA,NA
1869,8,3,NA,NA,NA,NA
1869,8,4,NA,NA,NA,NA
1869,8,5,NA,NA,NA,NA
1869,8,6,NA,NA,NA,NA
1869,8,7,NA,NA,NA,NA
1869,8,8,NA,NA,NA,NA
1869,8,9,NA,NA,NA,NA
1869,8,10,NA,NA,NA,NA
1869,8,11,NA,NA,NA,NA
1869,8,12,NA,NA,NA,NA
1869,8,13,NA,NA,NA,NA
1869,8,14,NA,NA,NA,NA
1869,8,15,NA,NA,NA,NA
1869,8,16,NA,NA,NA,NA
1869,8,17,NA,NA,NA,NA
1869,8,18,NA,NA,NA,NA
1869,8,19,NA,NA,NA,NA
1869,8,20,NA,NA,NA,NA
1869,8,21,NA,NA,NA,NA
1869,8,22,NA,NA,NA,NA
1869,8,23,NA,NA,NA,NA
1869,8,24,NA,NA,NA,NA
1869,8,25,NA,NA,NA,NA
1869,8,26,NA,NA,NA,NA
1869,8,27,NA,NA,NA,NA
1869,8,28,NA,NA,NA,NA
1869,8,29,NA,NA,NA,NA
1869,8,30,NA,NA,NA,NA
1869,8,31,NA,NA,NA,NA
1869,9,1,NA,NA,NA,NA
1869,9,2,NA,NA,NA,NA
1869,9,3,NA,NA,NA,NA
1869,9,4,NA,NA,NA,NA
1869,9,5,NA,NA,NA,NA
1869,9,6,NA,NA,NA,NA
1869,9,7,NA,NA,NA,NA
1869,9,8,NA,NA,NA,NA
1869,9,9,NA,NA,NA,NA
1869,9,10,NA,NA,NA,NA
1869,9,11,NA,NA,NA,NA
1869,9,12,NA,NA,NA,NA
1869,9,13,NA,NA,NA,NA
1869,9,14,NA,NA,NA,NA
1869,9,15,NA,NA,NA,NA
1869,9,16,NA,NA,NA,NA
1869,9,17,NA,NA,NA,NA
1869,9,18,NA,NA,NA,NA
1869,9,19,NA,NA,NA,NA
1869,9,20,NA,NA,NA,NA
1869,9,21,NA,NA,NA,NA
1869,9,22,NA,NA,NA,NA
1869,9,23,NA,NA,NA,NA
1869,9,24,NA,NA,NA,NA
1869,9,25,NA,NA,NA,NA
1869,9,26,NA,NA,NA,NA
1869,9,27,NA,NA,NA,NA
1869,9,28,NA,NA,NA,NA
1869,9,29,NA,NA,NA,NA
1869,9,30,NA,NA,NA,NA
1869,10,1,NA,NA,NA,NA
1869,10,2,NA,NA,NA,NA
1869,10,3,NA,NA,NA,NA
1869,10,4,NA,NA,NA,NA
1869,10,5,NA,NA,NA,NA
1869,10,6,NA,NA,NA,NA
1869,10,7,NA,NA,NA,NA
1869,10,8,NA,NA,NA,NA
1869,10,9,NA,NA,NA,NA
1869,10,10,NA,NA,NA,NA
1869,10,11,NA,NA,NA,NA
1869,10,12,NA,NA,NA,NA
1869,10,13,NA,NA,NA,NA
1869,10,14,NA,NA,NA,NA
1869,10,15,NA,NA,NA,NA
1869,10,16,NA,NA,NA,NA
1869,10,17,NA,NA,NA,NA
1869,10,18,NA,NA,NA,NA
1869,10,19,NA,NA,NA,NA
1869,10,20,NA,NA,NA,NA
1869,10,21,NA,NA,NA,NA
1869,10,22,NA,NA,NA,NA
1869,10,23,NA,NA,NA,NA
1869,10,24,NA,NA,NA,NA
1869,10,25,NA,NA,NA,NA
1869,10,26,NA,NA,NA,NA
1869,10,27,NA,NA,NA,NA
1869,10,28,NA,NA,NA,NA
1869,10,29,NA,NA,NA,NA
1869,10,30,NA,NA,NA,NA
1869,10,31,NA,NA,NA,NA
1869,11,1,NA,NA,NA,NA
1869,11,2,NA,NA,NA,NA
1869,11,3,NA,NA,NA,NA
1869,11,4,NA,NA,NA,NA
1869,11,5,NA,NA,NA,NA
1869,11,6,NA,NA,NA,NA
1869,11,7,NA,NA,NA,NA
1869,11,8,NA,NA,NA,NA
1869,11,9,NA,NA,NA,NA
1869,11,10,NA,NA,NA,NA
1869,11,11,NA,NA,NA,NA
1869,11,12,NA,NA,NA,NA
1869,11,13,NA,NA,NA,NA
1869,11,14,NA,NA,NA,NA
1869,11,15,NA,NA,NA,NA
1869,11,16,NA,NA,NA,NA
1869,11,17,NA,NA,NA,NA
1869,11,18,NA,NA,NA,NA
1869,11,19,NA,NA,NA,NA
1869,11,20,NA,NA,NA,NA
1869,11,21,NA,NA,NA,NA
1869,11,22,NA,NA,NA,NA
1869,11,23,NA,NA,NA,NA
1869,11,24,NA,NA,NA,NA
1869,11,25,NA,NA,NA,NA
1869,11,26,NA,NA,NA,NA
1869,11,27,NA,NA,NA,NA
1869,11,28,NA,NA,NA,NA
1869,11,29,NA,NA,NA,NA
1869,11,30,NA,NA,NA,NA
1869,12,1,NA,NA,NA,NA
1869,12,2,NA,NA,NA,NA
1869,12,3,NA,NA,NA,NA
1869,12,4,NA,NA,NA,NA
1869,12,5,NA,NA,NA,NA
1869,12,6,NA,NA,NA,NA
1869,12,7,NA,NA,NA,NA
1869,12,8,NA,NA,NA,NA
1869,12,9,NA,NA,NA,NA
1869,12,10,NA,NA,NA,NA
1869,12,11,NA,NA,NA,NA
1869,12,12,NA,NA,NA,NA
1869,12,13,NA,NA,NA,NA
1869,12,14,NA,NA,NA,NA
1869,12,15,NA,NA,NA,NA
1869,12,16,NA,NA,NA,NA
1869,12,17,NA,NA,NA,NA
1869,12,18,NA,NA,NA,NA
1869,12,19,NA,NA,NA,NA
1869,12,20,NA,NA,NA,NA
1869,12,21,NA,NA,NA,NA
1869,12,22,NA,NA,NA,NA
1869,12,23,NA,NA,NA,NA
1869,12,24,NA,NA,NA,NA
1869,12,25,NA,NA,NA,NA
1869,12,26,NA,NA,NA,NA
1869,12,27,NA,NA,NA,NA
1869,12,28,NA,NA,NA,NA
1869,12,29,NA,NA,NA,NA
1869,12,30,NA,NA,NA,NA
1869,12,31,NA,NA,NA,NA
1870,1,1,NA,NA,NA,NA
1870,1,2,NA,NA,NA,NA
1870,1,3,NA,NA,NA,NA
1870,1,4,NA,NA,NA,NA
1870,1,5,NA,NA,NA,NA
1870,1,6,NA,NA,NA,NA
1870,1,7,NA,NA,NA,NA
1870,1,8,NA,NA,NA,NA
1870,1,9,NA,NA,NA,NA
1870,1,10,NA,NA,NA,NA
1870,1,11,NA,NA,NA,NA
1870,1,12,NA,NA,NA,NA
1870,1,13,NA,NA,NA,NA
1870,1,14,NA,NA,NA,NA
1870,1,15,NA,NA,NA,NA
1870,1,16,NA,NA,NA,NA
1870,1,17,NA,NA,NA,NA
1870,1,18,NA,NA,NA,NA
1870,1,19,NA,NA,NA,NA
1870,1,20,NA,NA,NA,NA
1870,1,21,NA,NA,NA,NA
1870,1,22,NA,NA,NA,NA
1870,1,23,NA,NA,NA,NA
1870,1,24,NA,NA,NA,NA
1870,1,25,NA,NA,NA,NA
1870,1,26,NA,NA,NA,NA
1870,1,27,NA,NA,NA,NA
1870,1,28,NA,NA,NA,NA
1870,1,29,NA,NA,NA,NA
1870,1,30,NA,NA,NA,NA
1870,1,31,NA,NA,NA,NA
1870,2,1,NA,NA,NA,NA
1870,2,2,NA,NA,NA,NA
1870,2,3,NA,NA,NA,NA
1870,2,4,NA,NA,NA,NA
1870,2,5,NA,NA,NA,NA
1870,2,6,NA,NA,NA,NA
1870,2,7,NA,NA,NA,NA
1870,2,8,NA,NA,NA,NA
1870,2,9,NA,NA,NA,NA
1870,2,10,NA,NA,NA,NA
1870,2,11,NA,NA,NA,NA
1870,2,12,NA,NA,NA,NA
1870,2,13,NA,NA,NA,NA
1870,2,14,NA,NA,NA,NA
1870,2,15,NA,NA,NA,NA
1870,2,16,NA,NA,NA,NA
1870,2,17,NA,NA,NA,NA
1870,2,18,NA,NA,NA,NA
1870,2,19,NA,NA,NA,NA
1870,2,20,NA,NA,NA,NA
1870,2,21,NA,NA,NA,NA
1870,2,22,NA,NA,NA,NA
1870,2,23,NA,NA,NA,NA
1870,2,24,NA,NA,NA,NA
